0.6250E-2 0.3815E-5
0.1250E-1 0.5801E-2
0.1875E-1 0.3919E-1
0.2500E-1 0.1005E+0
0.3125E-1 0.1766E+0
0.3750E-1 0.2568E+0
0.4375E-1 0.3349E+0
0.5000E-1 0.4078E+0
0.5625E-1 0.4743E+0
0.6250E-1 0.5342E+0
0.6875E-1 0.5878E+0
0.7500E-1 0.6355E+0
0.8125E-1 0.6777E+0
0.8750E-1 0.7152E+0
0.9375E-1 0.7483E+0
0.1000E+0 0.7776E+0
0.1063E+0 0.8035E+0
0.1125E+0 0.8264E+0
0.1188E+0 0.8466E+0
0.1250E+0 0.8645E+0
